世代,個体No,適応度, 係数0, 係数1, 係数2, 係数3, 係数4, 係数5, 係数6, 係数7, 係数8, 係数9
4,37,80.000,0.07,0.53,0.34,0.17,0.02,0.92,0.39,0.44,0.80,0.92
