世代,個体No,実値,適応度, 係数0, 係数1
654,33,1.328,13.280,-0.54,-0.62
655,3,1.462,14.615,0.70,0.21
656,1,0.805,8.051,-0.47,-0.99
657,58,-1.048,-10.485,1.69,0.44
658,74,1.365,13.654,0.42,0.68
659,13,0.230,2.305,1.07,-0.79
660,59,1.597,15.969,-0.19,0.61
661,59,0.886,8.857,-0.67,0.82
662,29,1.919,19.185,0.26,-0.12
663,85,-0.476,-4.758,1.57,-0.08
664,4,0.598,5.983,1.00,0.64
665,36,0.954,9.544,0.46,0.91
666,75,1.389,13.887,-0.08,-0.78
667,88,1.725,17.245,-0.31,0.42
668,57,1.354,13.543,0.78,-0.18
669,11,1.732,17.323,0.46,-0.24
670,78,1.972,19.724,-0.14,-0.09
671,47,1.085,10.852,0.91,0.29
672,55,1.140,11.395,-0.91,0.16
673,66,1.436,14.361,-0.26,0.70
674,27,-0.324,-3.235,1.37,0.66
675,80,1.975,19.753,0.14,0.06
676,70,1.809,18.091,0.33,0.29
677,80,1.842,18.420,-0.36,-0.16
678,26,1.955,19.545,-0.20,-0.07
679,58,1.636,16.355,0.50,0.34
680,55,1.736,17.359,-0.44,0.27
681,91,1.949,19.487,0.22,0.03
682,89,0.800,8.004,-1.08,0.19
683,83,1.833,18.332,0.38,0.16
684,33,1.763,17.629,-0.34,0.34
685,74,1.629,16.292,-0.55,-0.26
686,54,1.306,13.061,-0.66,0.50
687,98,1.986,19.862,0.12,-0.00
688,10,1.265,12.652,-0.11,-0.85
689,92,-0.732,-7.323,-1.15,1.18
690,15,1.268,12.677,0.28,-0.81
691,28,1.850,18.495,-0.16,0.35
692,20,1.887,18.871,-0.32,0.09
693,69,1.126,11.265,0.67,-0.65
694,52,1.395,13.949,0.73,-0.27
695,42,1.949,19.490,0.22,-0.04
696,23,1.198,11.981,-0.09,-0.89
697,35,0.848,8.481,-1.06,-0.16
698,54,1.715,17.146,-0.09,0.53
699,91,1.607,16.066,0.08,-0.62
700,30,1.609,16.087,0.41,-0.48
701,24,1.742,17.423,0.45,0.24
702,40,-0.110,-1.102,1.03,1.02
703,36,-0.061,-0.608,-1.00,-1.03
704,58,1.905,19.046,-0.31,-0.02
705,90,1.777,17.770,-0.34,0.32
706,52,0.100,0.998,1.35,0.28
707,66,1.097,10.968,-0.12,0.94
708,39,1.717,17.174,0.14,0.51
709,58,1.498,14.977,-0.70,-0.12
710,98,1.363,13.631,-0.66,-0.45
711,94,1.568,15.678,-0.63,-0.17
712,7,1.730,17.297,0.39,0.34
713,78,1.164,11.636,-0.74,0.53
714,25,1.448,14.477,-0.61,0.43
715,78,1.805,18.049,-0.44,0.03
716,98,-0.090,-0.895,-0.11,-1.44
717,55,0.892,8.920,-0.93,0.48
718,39,0.633,6.329,0.71,0.93
719,32,0.043,0.426,1.20,-0.72
720,7,1.419,14.192,-0.28,0.71
721,72,1.721,17.208,-0.53,-0.04
722,94,1.944,19.438,0.22,-0.10
723,92,1.045,10.455,-0.97,0.12
724,29,1.888,18.877,-0.30,-0.15
725,31,1.135,11.349,-0.16,0.92
726,50,1.922,19.224,0.21,0.18
727,30,1.443,14.432,-0.29,-0.69
728,36,0.879,8.793,0.95,0.47
729,36,-1.034,-10.335,0.59,-1.64
730,86,-0.352,-3.518,1.51,0.24
731,22,-0.667,-6.674,-1.26,1.05
732,65,1.216,12.156,-0.68,0.56
733,64,0.969,9.693,0.89,-0.50
734,35,1.938,19.378,-0.25,-0.02
735,40,1.736,17.356,-0.43,0.29
736,75,1.961,19.610,0.07,0.18
737,52,1.056,10.563,0.97,-0.03
738,70,1.402,14.016,0.39,0.67
739,27,1.873,18.733,-0.31,-0.17
740,29,1.271,12.713,0.23,-0.82
741,10,0.793,7.932,1.05,0.32
742,90,1.451,14.512,0.67,0.32
743,45,0.721,7.213,-1.11,-0.23
744,50,0.162,1.617,-0.53,-1.25
745,79,1.188,11.879,-0.64,0.63
746,43,0.615,6.145,1.15,0.26
747,7,1.922,19.223,0.00,0.28
748,75,1.642,16.425,0.25,0.54
749,2,0.371,3.713,-1.16,0.54
750,42,1.662,16.620,0.02,-0.58
751,20,1.773,17.725,-0.03,0.48
752,6,0.116,1.162,-0.38,1.32
753,98,-1.019,-10.188,-1.36,-1.08
754,9,-0.575,-5.753,0.31,-1.57
755,74,1.162,11.619,-0.89,-0.23
756,97,1.776,17.758,0.46,-0.12
757,72,1.450,14.502,-0.13,0.73
758,89,1.632,16.316,-0.60,0.08
759,91,0.469,4.690,-0.97,-0.77
760,59,1.287,12.866,0.17,0.83
761,72,-0.161,-1.606,1.43,-0.32
762,81,1.452,14.519,-0.10,0.73
763,32,1.525,15.245,-0.11,0.68
764,35,-0.003,-0.031,-1.33,-0.49
765,14,1.187,11.874,-0.78,-0.44
766,59,1.769,17.689,0.48,-0.02
767,14,1.138,11.376,0.92,-0.10
768,68,1.604,16.045,0.62,-0.10
769,29,-0.526,-5.257,-1.56,-0.28
770,71,1.816,18.164,-0.29,0.32
771,67,1.639,16.395,-0.26,-0.54
772,25,1.468,14.675,0.52,0.51
773,40,1.152,11.525,-0.91,-0.16
774,52,1.590,15.903,0.06,-0.64
775,34,1.245,12.452,0.72,-0.49
776,1,1.655,16.546,0.43,-0.40
777,46,1.778,17.777,0.43,0.19
778,46,1.771,17.714,0.48,-0.01
779,46,1.397,13.968,-0.64,-0.45
780,20,1.627,16.272,0.34,-0.51
781,68,-0.549,-5.490,1.26,0.98
782,35,1.734,17.337,-0.46,0.23
783,11,1.824,18.236,-0.42,-0.03
784,26,1.466,14.656,0.09,0.73
785,45,1.750,17.496,0.37,-0.34
786,99,1.609,16.088,-0.16,0.61
787,61,1.104,11.035,-0.38,-0.87
788,92,1.410,14.102,0.50,-0.58
789,17,-0.014,-0.140,0.72,1.23
790,3,-0.719,-7.187,0.58,-1.54
791,40,0.023,0.228,0.66,-1.24
792,83,1.844,18.442,0.39,-0.08
793,67,1.906,19.057,-0.20,-0.23
794,26,1.752,17.519,-0.34,-0.37
795,28,1.355,13.550,0.52,0.62
796,75,0.214,2.142,-1.20,-0.59
797,95,0.841,8.412,1.07,-0.14
798,59,0.990,9.903,-1.00,0.13
799,70,0.968,9.684,-0.30,0.97
800,68,1.352,13.517,-0.20,0.78
801,54,1.506,15.064,-0.56,0.42
802,87,1.863,18.628,-0.34,-0.14
803,52,1.000,9.995,-0.80,-0.60
804,72,0.674,6.744,-1.12,-0.28
805,8,0.566,5.655,-0.39,1.13
806,13,1.269,12.688,-0.07,-0.85
807,18,1.661,16.607,0.13,0.57
808,40,0.685,6.853,0.58,0.99
809,14,-0.477,-4.771,-1.57,-0.16
810,91,-0.372,-3.720,-0.83,-1.30
811,68,1.043,10.434,-0.61,-0.77
812,25,1.351,13.513,-0.80,-0.07
813,54,1.375,13.749,0.79,-0.07
814,94,0.726,7.258,-0.99,-0.54
815,91,0.867,8.671,0.14,-1.05
816,43,1.547,15.469,0.56,0.37
817,4,1.046,10.460,-0.93,-0.30
818,25,-0.317,-3.167,1.38,0.64
819,28,1.735,17.354,-0.49,-0.15
820,40,0.850,8.505,-0.12,-1.07
821,50,1.343,13.429,0.52,0.62
822,38,0.266,2.663,1.28,0.30
823,8,1.120,11.199,-0.64,0.68
824,87,1.857,18.570,0.38,0.00
825,61,1.587,15.866,0.62,0.15
826,80,1.444,14.439,-0.49,0.56
827,91,1.263,12.632,-0.85,-0.08
828,91,1.597,15.965,0.08,0.63
829,13,1.638,16.377,0.32,-0.51
830,47,1.336,13.361,0.35,-0.73
831,93,1.321,13.208,-0.82,-0.09
832,78,1.994,19.945,-0.06,-0.05
833,7,1.327,13.274,0.82,-0.05
834,77,1.455,14.553,-0.62,-0.40
835,66,1.581,15.805,0.28,-0.58
836,75,0.451,4.509,-1.23,-0.17
837,45,0.538,5.376,-1.21,0.07
838,71,0.175,1.755,0.78,1.10
839,70,0.562,5.620,-1.14,0.38
840,57,1.419,14.191,-0.66,-0.37
841,90,1.830,18.303,0.17,0.38
842,85,1.021,10.209,0.96,-0.23
843,91,0.574,5.743,-0.54,1.06
844,27,1.713,17.135,0.27,0.46
845,15,0.945,9.452,-0.96,0.36
846,35,1.621,16.214,-0.46,0.40
847,5,1.807,18.070,0.44,0.03
848,50,1.390,13.897,-0.77,-0.14
849,58,1.462,14.623,0.44,0.59
850,40,-0.793,-7.933,-1.61,0.43
851,24,1.713,17.131,0.34,0.41
852,66,1.619,16.187,0.54,-0.29
853,74,0.159,1.592,0.23,-1.34
854,65,1.428,14.283,-0.07,0.75
855,84,1.465,14.649,-0.21,-0.70
856,29,1.150,11.497,-0.62,-0.68
857,32,-1.196,-11.959,-1.45,1.05
858,76,1.776,17.762,0.28,-0.38
859,51,1.527,15.274,0.57,0.38
860,50,-0.016,-0.155,0.33,1.38
861,21,-0.214,-2.141,-0.23,-1.47
862,4,1.575,15.753,0.33,-0.56
863,97,1.501,15.013,0.61,0.36
864,52,1.189,11.886,-0.78,-0.45
865,36,-1.903,-19.033,-1.97,-0.11
866,59,1.397,13.975,-0.22,0.74
867,33,1.132,11.318,-0.18,0.91
868,18,1.870,18.701,0.12,-0.34
869,68,1.913,19.134,0.25,-0.16
870,29,1.942,19.423,0.09,0.22
871,42,1.932,19.316,-0.26,0.04
872,99,1.342,13.416,0.17,0.79
873,20,1.835,18.351,-0.38,-0.15
874,13,0.729,7.286,1.09,0.28
875,65,0.706,7.058,-0.99,-0.56
876,42,1.748,17.482,0.32,0.39
877,62,1.956,19.560,0.08,-0.19
878,18,0.902,9.023,-0.42,-0.96
879,44,0.636,6.356,0.92,-0.72
880,6,-2.788,-27.876,-0.98,1.95
881,38,1.781,17.813,0.18,0.43
882,63,0.744,7.436,-0.90,-0.67
883,11,1.916,19.164,-0.15,-0.25
884,3,0.691,6.908,-0.79,-0.83
885,70,1.679,16.788,0.52,0.23
886,49,1.687,16.872,0.46,0.31
887,40,1.241,12.410,0.06,0.87
888,2,1.006,10.063,0.33,-0.94
889,5,1.923,19.234,-0.26,0.11
890,87,1.172,11.724,0.56,-0.72
891,30,1.941,19.408,-0.23,0.07
892,84,1.833,18.330,0.32,0.26
893,26,1.088,10.881,0.79,-0.54
894,40,1.428,14.282,0.74,-0.13
895,33,0.618,6.177,-1.11,0.37
896,84,1.782,17.823,-0.09,-0.46
897,94,1.639,16.393,-0.09,-0.59
898,83,0.720,7.199,-0.23,1.11
899,85,1.574,15.738,-0.64,-0.15
900,33,1.741,17.408,-0.17,-0.48
901,83,1.793,17.926,0.45,-0.09
902,77,1.930,19.300,0.26,-0.03
903,39,-0.512,-5.117,0.70,-1.42
904,21,1.804,18.035,-0.40,0.19
905,36,1.729,17.293,0.30,-0.43
906,54,0.574,5.735,0.74,0.93
907,48,1.615,16.149,-0.55,-0.29
908,54,1.080,10.802,0.92,-0.26
909,20,1.175,11.751,0.49,-0.76
910,12,1.169,11.693,-0.76,0.50
911,56,-0.538,-5.381,0.58,-1.48
912,73,0.889,8.889,0.22,-1.03
913,2,0.095,0.951,-1.38,-0.08
914,90,-0.146,-1.458,-0.14,-1.46
915,22,1.828,18.283,-0.41,0.01
916,61,1.571,15.708,-0.63,-0.18
917,36,1.749,17.489,0.02,0.50
918,61,1.992,19.925,-0.08,-0.02
919,93,1.576,15.760,0.45,-0.47
920,64,1.122,11.219,0.23,-0.91
921,63,0.810,8.099,-1.04,0.32
922,15,-0.257,-2.573,-1.31,-0.73
923,92,0.897,8.967,-1.04,-0.16
924,3,1.969,19.692,-0.03,-0.17
925,79,0.921,9.206,0.61,-0.84
926,52,1.082,10.821,-0.75,0.59
927,1,1.550,15.498,0.36,-0.56
928,11,0.211,2.109,0.84,-1.04
929,87,1.030,10.304,-0.61,-0.77
930,98,1.709,17.088,0.15,0.52
931,20,0.669,6.694,1.13,-0.23
932,80,-0.962,-9.620,0.09,-1.72
933,19,1.103,11.025,-0.34,-0.88
934,74,-0.179,-1.795,-1.47,-0.11
935,96,1.576,15.761,0.55,-0.35
936,34,1.622,16.219,-0.51,0.34
937,8,1.940,19.401,0.21,-0.13
938,66,0.947,9.471,0.42,-0.94
939,44,1.914,19.140,-0.29,0.00
940,92,1.748,17.484,-0.32,0.39
941,99,1.274,12.739,-0.79,0.33
942,86,1.959,19.593,0.20,0.02
943,15,0.326,3.263,1.08,-0.71
944,46,1.362,13.617,0.78,-0.18
945,88,0.207,2.067,-0.48,1.25
946,82,0.462,4.617,1.14,-0.48
947,48,1.309,13.091,0.77,0.32
948,94,1.832,18.324,0.26,-0.31
949,9,1.407,14.069,-0.49,-0.60
950,22,-0.001,-0.012,1.26,0.64
951,80,1.200,12.003,-0.84,-0.30
952,72,0.127,1.269,0.38,1.32
953,17,1.769,17.690,-0.33,0.35
954,21,1.127,11.272,-0.85,0.38
955,19,0.657,6.568,0.43,1.08
956,60,-1.012,-10.122,0.74,-1.57
957,53,1.795,17.948,-0.20,-0.41
958,32,1.838,18.375,0.06,-0.40
959,67,1.794,17.941,-0.14,-0.43
960,39,1.762,17.622,0.08,-0.48
961,81,1.077,10.765,0.25,-0.93
962,94,1.921,19.207,-0.25,-0.14
963,91,1.762,17.619,-0.33,0.36
964,7,-0.572,-5.717,-1.60,0.04
965,95,1.954,19.545,-0.19,0.09
966,22,1.283,12.831,0.40,-0.75
967,40,0.547,5.469,-0.07,-1.20
968,39,1.927,19.271,-0.24,-0.13
969,13,1.468,14.676,-0.73,-0.07
970,67,1.182,11.824,0.15,-0.89
971,38,0.026,0.259,-0.60,-1.27
972,4,1.574,15.736,0.29,0.58
973,17,1.023,10.234,0.97,0.19
974,65,1.235,12.353,0.85,0.21
975,3,1.215,12.151,-0.04,-0.89
976,21,1.003,10.032,0.97,0.22
977,51,0.091,0.907,-1.30,-0.47
978,63,1.891,18.912,-0.33,0.05
979,21,1.975,19.746,0.02,0.16
980,69,1.273,12.733,0.77,0.37
981,56,1.670,16.699,0.51,0.25
982,80,0.019,0.192,1.21,-0.72
983,25,1.358,13.577,0.79,0.12
984,3,1.944,19.440,-0.16,0.18
985,89,1.779,17.790,-0.45,-0.14
986,53,1.516,15.160,-0.67,0.20
987,2,1.373,13.732,-0.76,0.22
988,71,0.689,6.893,0.99,0.58
989,38,1.865,18.653,-0.35,-0.10
990,52,1.901,19.007,0.31,-0.02
991,72,0.902,9.025,-0.22,-1.02
992,51,0.471,4.707,-1.22,0.19
993,24,1.086,10.858,-0.23,0.93
994,25,1.867,18.669,0.24,0.27
995,8,1.491,14.909,0.04,-0.71
996,83,1.420,14.198,0.14,0.75
997,47,1.633,16.325,0.03,-0.61
998,41,1.693,16.932,-0.26,-0.49
999,79,1.242,12.421,-0.70,-0.52
1000,27,-0.135,-1.346,0.73,1.26
1001,85,0.874,8.738,-0.96,0.46
1002,38,-0.723,-7.231,-0.07,1.65
1003,60,1.992,19.924,-0.05,-0.07
1004,29,1.732,17.323,0.48,0.20
1005,29,-0.374,-3.743,0.94,1.22
1006,76,0.238,2.378,1.18,-0.60
1007,82,1.588,15.876,0.55,-0.34
1008,54,1.872,18.717,0.01,0.36
1009,78,1.821,18.213,0.16,0.39
1010,45,1.972,19.722,-0.09,-0.14
1011,20,-0.927,-9.271,0.96,-1.42
1012,25,1.568,15.677,0.45,-0.48
1013,45,1.556,15.565,-0.20,0.64
1014,2,1.960,19.604,0.01,0.20
1015,86,1.242,12.421,0.38,-0.78
1016,35,0.562,5.623,0.17,-1.19
1017,41,1.597,15.965,0.34,-0.54
1018,21,1.989,19.891,-0.08,-0.07
1019,18,1.786,17.863,0.10,0.45
1020,32,1.002,10.018,0.76,0.64
1021,57,1.053,10.529,0.97,-0.01
1022,95,1.849,18.488,-0.32,0.22
1023,55,1.947,19.467,0.14,-0.19
1024,68,0.141,1.409,-0.60,1.23
1025,38,1.830,18.302,-0.23,-0.34
1026,86,0.570,5.702,-1.12,-0.42
1027,10,1.152,11.522,0.14,-0.91
1028,71,1.857,18.573,0.03,-0.38
1029,6,0.888,8.876,-0.73,-0.76
1030,56,-0.393,-3.928,0.18,1.54
1031,6,0.548,5.481,-0.14,-1.20
1032,2,1.814,18.143,-0.43,0.03
1033,14,1.929,19.287,-0.25,0.10
1034,52,1.945,19.450,0.10,0.21
1035,88,1.251,12.505,0.75,0.43
1036,53,1.468,14.675,-0.67,0.30
1037,13,1.282,12.818,0.84,0.14
1038,41,1.985,19.846,-0.06,0.11
1039,37,1.633,16.332,-0.45,-0.40
1040,78,1.697,16.974,-0.44,0.33
1041,19,1.324,13.241,-0.65,-0.50
1042,6,1.994,19.937,0.07,-0.04
1043,26,1.591,15.911,0.04,0.64
1044,68,0.080,0.800,1.30,-0.49
1045,17,1.149,11.490,-0.06,-0.92
1046,89,0.276,2.763,1.11,0.69
1047,6,0.641,6.405,1.00,-0.59
1048,60,1.698,16.984,-0.55,-0.04
1049,8,0.211,2.108,-1.33,-0.13
1050,16,1.099,10.986,0.30,-0.90
1051,1,1.710,17.105,0.54,-0.04
1052,74,0.907,9.071,0.77,0.71
1053,60,1.599,15.989,-0.50,-0.38
1054,72,0.720,7.200,0.99,-0.54
1055,97,1.572,15.716,0.65,0.07
1056,3,-0.490,-4.905,1.40,0.73
1057,51,0.162,1.619,-1.36,0.03
1058,25,1.661,16.613,0.57,-0.11
1059,18,1.818,18.185,-0.42,-0.08
1060,63,1.414,14.140,0.59,-0.48
1061,90,0.717,7.170,1.00,-0.52
1062,4,0.612,6.121,1.15,-0.23
1063,5,0.325,3.252,0.98,-0.84
1064,17,1.900,18.997,-0.31,0.07
1065,21,1.577,15.766,0.02,0.65
1066,41,-0.256,-2.562,-1.28,-0.79
1067,54,1.039,10.392,-0.96,-0.18
1068,26,1.829,18.289,-0.40,-0.11
1069,26,1.398,13.984,0.15,-0.76
1070,26,1.925,19.252,-0.25,-0.10
1071,51,1.869,18.693,0.01,0.36
1072,31,1.642,16.422,0.49,-0.34
1073,4,1.850,18.497,-0.37,-0.13
1074,47,1.882,18.822,-0.08,0.33
1075,53,1.298,12.981,-0.82,-0.17
1076,74,1.204,12.044,-0.24,0.86
1077,43,1.963,19.635,-0.13,-0.14
1078,5,0.525,5.252,1.07,0.57
1079,69,1.978,19.782,0.14,0.04
1080,24,0.555,5.549,-0.96,-0.72
1081,70,1.879,18.790,-0.28,-0.20
1082,96,1.166,11.658,0.12,-0.91
1083,6,-1.132,-11.321,-1.69,-0.54
1084,94,-0.384,-3.842,-1.54,-0.15
1085,1,1.927,19.266,0.01,-0.27
1086,12,1.605,16.046,-0.11,-0.62
1087,62,-1.191,-11.913,-1.00,-1.48
1088,67,1.982,19.819,-0.08,0.11
1089,4,1.977,19.766,0.15,0.05
1090,80,1.022,10.216,0.58,0.80
1091,67,-0.012,-0.121,0.62,-1.27
1092,59,-0.101,-1.006,1.41,-0.33
1093,65,1.306,13.057,0.83,0.02
1094,40,0.093,0.926,-0.34,-1.34
1095,24,0.963,9.628,0.46,-0.91
1096,45,1.933,19.326,0.14,-0.22
1097,55,1.788,17.877,0.02,0.46
1098,93,1.722,17.217,-0.36,-0.38
1099,94,0.367,3.666,1.22,-0.36
1100,21,1.986,19.864,-0.04,-0.11
1101,73,0.669,6.693,-0.55,1.01
1102,74,0.099,0.994,0.70,-1.19
1103,95,-1.353,-13.526,1.11,-1.45
1104,64,0.975,9.750,0.98,-0.27
1105,30,1.314,13.136,-0.76,0.33
1106,86,1.738,17.378,-0.51,-0.05
1107,39,1.526,15.264,-0.06,-0.69
1108,9,0.353,3.533,-0.40,1.22
1109,15,1.675,16.750,-0.28,0.50
1110,29,0.315,3.154,-1.28,0.18
1111,89,-0.371,-3.706,1.53,-0.17
1112,19,1.705,17.048,0.17,-0.52
1113,59,0.803,8.028,0.69,0.85
1114,18,-2.843,-28.435,-1.38,-1.71
1115,93,-0.456,-4.557,-1.54,-0.28
1116,56,1.581,15.810,-0.10,0.64
1117,73,1.713,17.135,0.27,-0.46
1118,68,1.836,18.356,-0.38,0.14
1119,87,1.426,14.264,-0.45,-0.61
1120,86,1.781,17.808,-0.20,0.42
1121,84,1.784,17.838,-0.45,-0.12
1122,60,1.659,16.587,0.52,-0.26
1123,34,-0.432,-4.316,1.49,0.46
1124,36,-0.312,-3.118,-1.26,0.86
1125,78,1.956,19.563,-0.20,0.06
1126,28,0.800,7.999,-0.81,-0.74
1127,73,1.357,13.574,-0.40,-0.70
1128,37,0.141,1.411,-1.22,0.61
1129,54,1.285,12.852,-0.33,-0.78
1130,93,1.395,13.951,0.73,0.28
1131,16,1.850,18.496,0.15,0.36
1132,6,0.665,6.653,0.84,-0.79
1133,45,1.896,18.964,0.28,-0.17
1134,39,1.535,15.352,-0.60,0.32
1135,70,1.993,19.933,0.08,0.02
1136,27,1.001,10.013,-0.60,-0.80
1137,12,1.817,18.169,-0.36,-0.23
1138,81,1.713,17.130,0.06,0.53
1139,6,1.511,15.110,-0.50,0.49
1140,44,1.852,18.524,-0.35,-0.17
1141,47,1.162,11.621,-0.82,0.40
1142,71,1.807,18.066,-0.44,-0.01
1143,88,0.960,9.602,0.93,0.41
1144,18,1.025,10.249,0.30,-0.94
1145,61,1.893,18.928,0.33,0.01
1146,42,-2.120,-21.202,0.40,1.99
1147,54,1.622,16.225,-0.61,-0.03
1148,91,1.291,12.912,0.66,-0.52
1149,67,1.182,11.820,0.62,0.66
1150,4,1.809,18.094,-0.09,0.43
1151,37,-0.007,-0.071,1.40,0.19
1152,73,1.384,13.845,-0.71,0.34
1153,28,1.908,19.081,0.09,-0.29
1154,84,1.454,14.542,0.12,-0.73
1155,53,1.812,18.123,0.16,-0.40
1156,80,1.965,19.646,0.19,-0.00
1157,27,1.200,11.998,-0.50,-0.74
1158,38,1.481,14.814,-0.58,0.42
1159,36,1.918,19.177,-0.15,0.24
1160,69,1.411,14.115,-0.16,-0.75
1161,50,0.870,8.698,-0.72,0.78
1162,22,1.069,10.693,0.68,-0.68
1163,37,1.629,16.293,-0.61,-0.03
1164,26,-0.908,-9.078,-0.83,1.49
1165,22,1.300,12.998,0.52,0.65
1166,60,1.705,17.053,0.39,-0.38
1167,39,1.444,14.436,-0.72,0.19
1168,98,1.987,19.874,-0.10,0.05
1169,75,0.759,7.589,-0.40,-1.04
1170,13,0.482,4.816,0.82,-0.92
1171,26,1.781,17.807,0.37,0.29
1172,24,0.942,9.421,-1.01,-0.20
1173,58,1.359,13.588,-0.02,-0.80
1174,36,1.814,18.137,-0.38,0.21
1175,27,1.541,15.408,-0.34,-0.59
1176,70,1.062,10.621,-0.44,-0.86
1177,42,1.315,13.146,0.23,-0.79
1178,57,1.228,12.277,0.83,-0.28
1179,10,1.728,17.281,-0.10,-0.51
1180,99,1.466,14.657,-0.07,0.73
1181,42,1.100,10.999,-0.94,-0.09
1182,79,1.477,14.772,-0.15,0.71
1183,87,1.721,17.208,-0.05,-0.53
1184,59,0.770,7.704,1.06,-0.34
1185,11,0.084,0.838,-0.69,1.20
1186,76,1.687,16.869,-0.37,-0.42
1187,50,-0.770,-7.697,-0.32,-1.63
1188,78,1.866,18.663,0.01,-0.37
1189,71,1.019,10.192,-0.77,-0.62
1190,34,0.423,4.225,-0.85,0.93
1191,64,0.650,6.500,0.42,1.08
1192,69,0.908,9.075,-0.24,-1.02
1193,20,-0.062,-0.618,0.48,1.35
1194,67,0.685,6.846,-0.18,1.13
1195,39,1.691,16.908,-0.45,0.33
1196,80,0.769,7.689,0.80,-0.76
1197,98,1.514,15.145,-0.58,-0.39
1198,52,1.461,14.610,-0.66,0.33
1199,10,0.114,1.144,-1.33,-0.33
1200,18,1.030,10.296,0.91,-0.39
1201,55,0.665,6.655,-1.15,0.09
1202,97,1.914,19.137,0.07,-0.28
1203,34,1.233,12.328,0.27,0.83
1204,36,1.340,13.400,-0.61,0.53
1205,67,0.746,7.456,1.02,-0.45
1206,15,-0.339,-3.394,-1.20,0.95
1207,42,-0.558,-5.579,-1.56,0.35
1208,33,0.951,9.512,0.49,-0.90
1209,18,1.512,15.125,-0.02,-0.70
1210,66,-0.038,-0.380,-1.03,-0.99
1211,10,1.505,15.050,0.60,0.37
1212,97,1.292,12.918,-0.46,-0.71
1213,53,1.985,19.846,-0.12,0.04
1214,39,0.898,8.976,-1.04,-0.15
1215,73,1.797,17.969,0.34,0.30
1216,31,0.092,0.919,1.38,0.00
1217,96,1.126,11.262,0.53,0.77
1218,11,0.592,5.923,-0.07,1.18
1219,47,1.816,18.160,-0.30,0.30
1220,15,0.886,8.862,1.03,0.21
1221,51,1.780,17.801,-0.13,0.45
1222,4,1.538,15.381,-0.39,-0.56
1223,49,1.264,12.643,-0.04,0.86
1224,59,0.668,6.676,-0.77,0.86
1225,93,0.181,1.813,0.03,-1.35
1226,44,1.375,13.752,0.37,-0.70
1227,35,1.840,18.398,0.03,0.40
1228,27,0.367,3.668,1.27,0.10
1229,73,1.313,13.134,0.28,-0.78
1230,62,1.189,11.886,-0.84,0.34
1231,82,0.612,6.123,0.36,1.12
1232,33,1.719,17.188,-0.48,-0.22
1233,84,1.430,14.302,-0.06,-0.75
1234,39,1.576,15.756,-0.57,-0.32
1235,47,1.082,10.824,-0.84,0.46
1236,62,0.807,8.073,-0.26,1.06
1237,2,1.472,14.719,0.30,0.66
1238,31,1.334,13.341,0.65,0.49
1239,56,1.961,19.615,0.18,-0.08
1240,47,1.544,15.438,0.67,-0.06
1241,49,1.845,18.446,0.13,-0.37
1242,8,1.944,19.437,0.22,-0.08
1243,88,1.595,15.950,0.24,0.59
1244,44,1.487,14.869,-0.66,0.28
1245,11,1.773,17.731,-0.45,-0.16
1246,34,1.986,19.863,0.09,-0.08
1247,4,0.652,6.517,-0.03,-1.16
1248,90,0.913,9.127,1.04,0.05
1249,89,1.917,19.167,-0.12,0.26
1250,10,1.463,14.632,-0.61,-0.40
1251,65,-0.874,-8.742,-1.53,-0.73
1252,70,1.737,17.374,-0.05,-0.51
1253,40,1.587,15.874,0.62,0.16
1254,61,0.687,6.873,-1.13,0.19
1255,29,1.366,13.656,0.48,0.64
1256,79,1.836,18.356,-0.29,0.28
1257,12,0.946,9.457,-0.60,-0.83
1258,35,0.705,7.047,-0.09,-1.13
1259,20,0.042,0.422,-1.34,0.39
1260,24,0.245,2.453,1.18,0.60
1261,13,0.696,6.964,-0.91,-0.69
1262,58,1.680,16.801,0.28,-0.49
1263,77,1.128,11.276,0.01,-0.93
1264,90,1.813,18.135,0.39,0.19
1265,85,1.931,19.309,-0.03,0.26
1266,65,1.465,14.651,-0.50,-0.54
1267,14,1.857,18.568,0.28,-0.25
1268,4,1.987,19.869,0.03,-0.11
1269,6,0.341,3.408,-0.65,1.11
1270,49,1.118,11.180,-0.03,0.94
1271,11,1.680,16.800,-0.48,-0.30
1272,83,1.985,19.854,-0.02,-0.12
1273,74,1.446,14.464,-0.55,0.50
1274,82,1.686,16.861,-0.55,-0.12
1275,45,0.684,6.839,-1.14,-0.15
1276,49,-0.490,-4.896,-0.95,-1.26
1277,45,1.396,13.957,0.07,0.77
1278,47,1.891,18.905,-0.33,-0.03
1279,16,0.090,0.898,1.32,0.41
1280,38,1.375,13.747,-0.45,-0.65
1281,75,1.908,19.084,0.11,-0.28
1282,67,1.937,19.374,-0.23,0.09
1283,69,-0.671,-6.710,-1.29,1.00
1284,69,1.759,17.594,-0.48,0.08
1285,79,0.935,9.351,1.00,-0.24
1286,67,1.559,15.589,-0.66,-0.05
1287,36,0.677,6.772,-1.07,0.43
1288,9,1.636,16.355,-0.09,-0.60
1289,23,1.431,14.307,0.70,-0.29
1290,33,-0.012,-0.116,-0.96,1.05
1291,24,1.814,18.140,-0.39,0.18
1292,17,1.829,18.290,0.27,0.32
1293,95,1.266,12.657,-0.17,0.84
1294,76,1.665,16.646,0.32,0.48
1295,7,0.674,6.740,-1.08,-0.40
1296,7,1.410,14.102,0.54,-0.55
