世代,個体No,実値,適応度, 係数0, 係数1
1297,24,1.940,19.399,-0.21,-0.13
1298,70,1.068,10.676,-0.05,0.96
1299,44,1.709,17.087,-0.53,-0.12
1300,83,0.613,6.134,-1.15,-0.26
1301,19,0.568,5.677,-0.37,-1.14
1302,97,0.770,7.704,-0.20,1.09
1303,91,1.763,17.626,-0.29,-0.39
1304,88,1.040,10.405,-0.60,-0.78
1305,59,1.448,14.485,-0.72,-0.17
1306,74,1.915,19.152,0.05,-0.29
1307,77,0.738,7.375,-0.95,0.60
1308,12,1.624,16.240,0.36,0.50
1309,55,1.164,11.642,0.51,0.76
1310,75,1.834,18.335,0.36,0.19
1311,12,1.300,13.002,0.76,-0.34
1312,7,1.662,16.622,-0.58,0.00
1313,7,0.268,2.679,1.20,-0.55
1314,27,0.328,3.284,1.16,0.57
1315,98,1.386,13.865,0.20,-0.76
1316,10,1.489,14.891,0.41,-0.58
1317,79,1.625,16.255,-0.46,-0.41
1318,96,1.067,10.674,-0.92,-0.31
1319,80,-0.442,-4.417,0.67,1.41
1320,37,0.587,5.866,0.96,0.70
1321,98,0.315,3.150,0.30,-1.26
1322,44,1.769,17.690,-0.47,0.08
1323,21,0.680,6.800,1.12,0.25
1324,10,-0.005,-0.046,-0.33,-1.38
1325,40,0.112,1.119,-0.42,1.31
1326,91,1.182,11.825,0.88,0.19
1327,28,1.295,12.951,0.80,-0.25
1328,30,1.980,19.802,-0.07,-0.12
1329,51,-0.182,-1.819,0.23,-1.46
1330,22,1.808,18.077,-0.16,0.41
1331,23,1.162,11.619,-0.85,-0.33
1332,35,1.526,15.257,0.68,-0.10
1333,83,1.953,19.534,0.06,-0.21
1334,58,1.928,19.279,-0.27,-0.04
1335,86,0.511,5.111,-1.20,-0.22
1336,79,1.396,13.955,-0.58,0.51
1337,62,0.475,4.752,1.21,-0.24
1338,20,0.210,2.102,1.33,0.18
1339,55,1.897,18.968,-0.19,0.26
1340,70,1.382,13.818,-0.61,0.49
1341,70,1.402,14.019,-0.04,-0.77
1342,81,1.137,11.375,0.11,0.92
1343,8,1.862,18.621,0.21,-0.31
1344,97,1.247,12.470,0.55,0.67
1345,1,1.000,10.003,0.83,0.56
1346,53,1.879,18.794,-0.27,-0.21
1347,24,0.455,4.549,1.18,-0.39
1348,51,1.573,15.732,-0.35,-0.55
1349,10,1.509,15.094,-0.69,-0.14
1350,5,0.936,9.363,-0.58,0.86
1351,91,-0.180,-1.799,-0.18,-1.47
1352,37,1.494,14.943,-0.64,-0.30
1353,13,1.409,14.087,0.70,-0.32
1354,30,1.202,12.020,-0.85,0.28
1355,16,1.863,18.629,-0.37,-0.06
1356,61,1.659,16.595,0.43,0.39
1357,2,1.859,18.587,-0.19,0.32
1358,42,0.282,2.819,0.24,-1.29
1359,22,1.852,18.515,0.05,0.38
1360,78,1.650,16.496,0.40,-0.44
1361,95,-0.001,-0.006,-1.41,-0.13
1362,8,1.126,11.263,0.04,0.93
1363,58,0.909,9.089,0.42,0.96
1364,92,1.890,18.896,0.11,-0.31
1365,74,1.825,18.247,0.24,0.34
1366,6,0.523,5.232,0.60,-1.06
1367,58,-1.946,-19.459,-1.39,1.42
1368,17,1.969,19.692,-0.03,0.17
1369,48,-0.085,-0.848,0.27,-1.42
1370,24,1.723,17.225,-0.36,-0.38
1371,54,1.499,14.986,0.62,-0.34
1372,58,0.456,4.562,-0.96,0.79
1373,40,1.832,18.321,-0.24,-0.33
1374,37,1.090,10.904,-0.57,-0.77
1375,83,1.906,19.057,-0.23,0.20
1376,78,1.160,11.596,-0.14,-0.91
1377,81,1.057,10.574,0.10,0.97
1378,6,1.304,13.044,0.37,-0.75
1379,12,1.664,16.641,-0.50,-0.30
1380,34,1.725,17.252,-0.31,-0.42
1381,38,1.693,16.926,0.07,0.55
1382,12,1.559,15.586,-0.37,-0.55
1383,72,1.484,14.837,-0.65,-0.31
1384,56,1.658,16.581,-0.11,-0.57
1385,68,1.377,13.766,-0.56,-0.55
1386,82,0.270,2.705,-1.22,-0.49
1387,41,1.906,19.063,0.30,-0.03
1388,50,0.979,9.791,0.81,-0.61
1389,89,0.804,8.038,0.99,-0.47
1390,17,1.189,11.886,0.85,0.31
1391,95,0.407,4.067,-0.64,-1.09
1392,19,-0.084,-0.845,-1.35,0.51
1393,8,1.673,16.730,0.11,0.56
1394,62,1.733,17.328,-0.02,0.52
1395,5,0.557,5.566,-0.56,-1.06
1396,19,1.935,19.353,-0.17,0.19
1397,25,1.104,11.041,0.17,0.93
1398,31,0.778,7.782,-0.70,0.85
1399,66,1.389,13.895,-0.78,0.01
1400,22,0.471,4.706,0.94,-0.81
1401,30,0.656,6.557,1.15,0.14
1402,68,1.971,19.711,0.16,0.04
1403,31,1.923,19.233,0.26,-0.11
1404,66,0.145,1.450,-0.76,-1.13
1405,60,0.491,4.913,-1.23,-0.08
1406,87,1.339,13.388,-0.30,-0.76
1407,1,1.086,10.863,-0.95,-0.11
1408,56,-0.089,-0.891,1.24,0.75
1409,57,1.726,17.255,-0.40,-0.33
1410,19,0.621,6.206,-0.55,1.04
1411,19,-1.068,-10.682,-0.93,-1.49
1412,13,1.575,15.749,0.18,-0.63
1413,40,1.508,15.082,-0.45,0.54
1414,98,1.178,11.778,-0.65,0.63
1415,7,1.814,18.141,-0.42,-0.10
1416,86,0.912,9.116,0.04,1.04
1417,37,0.895,8.953,-0.80,-0.69
1418,10,0.763,7.626,-1.08,-0.26
1419,96,-1.822,-18.222,-1.93,0.32
1420,89,-0.190,-1.900,-0.23,1.46
1421,49,1.395,13.952,0.40,0.67
1422,33,1.862,18.623,-0.10,0.36
1423,97,1.857,18.571,-0.36,0.10
1424,95,1.972,19.717,-0.17,-0.03
1425,51,0.584,5.839,1.06,-0.55
1426,59,1.284,12.838,-0.84,0.06
1427,20,1.767,17.667,0.23,-0.42
1428,84,1.656,16.556,-0.38,-0.45
1429,25,1.996,19.962,-0.03,0.06
1430,88,1.064,10.641,-0.11,0.96
1431,2,1.636,16.362,-0.49,-0.35
1432,13,1.736,17.356,0.20,-0.47
1433,79,1.936,19.364,-0.03,0.25
1434,75,0.773,7.726,-0.45,-1.01
1435,91,1.550,15.501,-0.65,-0.16
1436,63,1.174,11.740,-0.91,0.06
1437,60,0.797,7.972,-0.90,0.63
1438,97,-0.588,-5.879,-1.55,-0.43
1439,78,1.070,10.699,-0.29,-0.92
1440,50,1.633,16.327,-0.46,0.40
1441,72,1.057,10.568,-0.60,0.76
1442,58,1.844,18.445,0.35,-0.17
1443,85,0.776,7.765,-0.57,-0.95
1444,23,1.332,13.319,-0.59,0.57
1445,40,0.281,2.812,1.06,0.77
1446,19,1.322,13.223,-0.13,0.81
1447,18,0.039,0.392,0.52,1.30
1448,70,-0.008,-0.079,0.28,-1.39
1449,19,1.677,16.765,0.25,0.51
1450,85,1.735,17.346,-0.49,-0.15
1451,42,1.499,14.992,0.48,-0.52
1452,39,1.898,18.976,0.09,-0.31
1453,45,-0.534,-5.341,-0.04,1.59
1454,20,1.780,17.799,-0.26,0.39
1455,62,1.812,18.123,-0.23,0.37
1456,10,1.612,16.118,-0.61,-0.13
1457,24,0.883,8.830,0.19,1.04
1458,39,1.717,17.166,-0.30,-0.44
1459,89,1.570,15.699,-0.43,-0.50
1460,16,1.923,19.234,-0.21,0.18
1461,51,1.134,11.338,0.35,-0.86
1462,56,0.019,0.193,0.44,-1.34
1463,15,0.696,6.963,-1.01,-0.54
1464,13,1.383,13.831,-0.76,0.21
1465,2,1.774,17.739,0.06,0.47
1466,56,-0.042,-0.422,-1.23,0.72
1467,2,0.078,0.783,-0.22,-1.37
1468,8,1.409,14.091,-0.69,-0.34
1469,27,0.645,6.452,0.22,-1.14
1470,14,1.946,19.455,0.16,0.17
1471,92,0.669,6.689,-1.15,-0.01
1472,76,1.724,17.243,-0.02,-0.52
1473,27,1.780,17.804,-0.47,-0.03
1474,27,-0.448,-4.478,1.54,-0.28
1475,34,0.815,8.152,-1.09,0.02
1476,63,0.610,6.101,-1.17,0.12
1477,56,1.962,19.623,-0.08,-0.18
1478,1,1.189,11.891,-0.34,-0.83
1479,38,1.068,10.682,0.18,-0.95
1480,92,1.151,11.515,0.55,0.74
1481,90,0.335,3.352,-1.12,-0.65
1482,85,1.732,17.321,-0.28,-0.44
1483,99,1.153,11.529,-0.90,-0.20
1484,86,1.625,16.253,0.59,0.15
1485,96,0.834,8.344,-1.04,0.28
1486,99,1.360,13.603,-0.01,-0.80
1487,54,0.903,9.033,0.79,0.68
1488,3,1.014,10.139,0.31,0.94
1489,83,1.495,14.952,-0.70,-0.13
1490,39,0.251,2.508,1.31,0.15
1491,27,1.752,17.518,-0.49,0.09
1492,83,1.680,16.805,-0.56,0.07
1493,88,1.983,19.826,-0.05,-0.12
1494,5,1.803,18.029,-0.22,-0.39
1495,29,1.870,18.702,-0.04,0.36
1496,33,0.731,7.313,0.11,-1.12
1497,48,1.591,15.907,-0.52,-0.38
1498,21,1.484,14.840,-0.55,-0.46
1499,33,1.393,13.925,-0.01,-0.78
1500,40,-0.284,-2.838,-1.44,-0.46
1501,76,1.643,16.430,0.53,-0.28
1502,68,0.056,0.560,1.20,0.71
1503,98,0.620,6.203,-0.19,-1.16
1504,44,1.830,18.304,-0.41,-0.04
1505,31,1.736,17.361,-0.11,-0.50
1506,40,1.052,10.524,-0.30,-0.93
1507,38,0.093,0.935,-0.35,-1.34
1508,84,1.117,11.166,0.88,-0.34
1509,38,-0.158,-1.580,1.42,0.39
1510,65,1.865,18.651,-0.03,-0.37
1511,98,1.871,18.713,0.04,0.36
1512,50,-0.098,-0.976,-1.32,-0.60
1513,69,0.428,4.283,0.53,-1.14
1514,60,1.865,18.649,-0.29,-0.23
1515,12,0.271,2.714,-1.29,-0.26
1516,96,1.396,13.959,-0.43,-0.65
1517,67,0.239,2.391,-0.09,1.32
1518,23,1.544,15.443,0.45,-0.50
1519,90,1.522,15.220,-0.00,-0.69
1520,72,1.314,13.143,0.29,-0.78
1521,33,-1.149,-11.485,-1.65,0.64
1522,12,1.336,13.355,-0.81,0.12
1523,16,1.906,19.057,0.02,0.31
1524,28,1.593,15.933,0.59,0.25
1525,37,-0.525,-5.254,-1.18,-1.07
1526,99,1.819,18.194,0.11,-0.41
1527,71,1.431,14.312,0.29,-0.70
1528,77,1.984,19.839,0.02,0.13
1529,3,0.816,8.162,-0.46,0.99
1530,74,1.463,14.632,-0.26,-0.69
1531,95,0.829,8.290,-1.08,-0.05
1532,94,1.314,13.145,0.83,-0.07
1533,1,1.758,17.581,-0.04,-0.49
1534,9,1.996,19.960,-0.04,0.05
1535,97,1.336,13.362,0.34,-0.74
1536,43,1.780,17.796,-0.44,0.16
1537,57,1.514,15.143,0.66,-0.23
1538,36,1.641,16.409,-0.13,-0.58
1539,34,0.940,9.402,-0.28,-0.99
1540,38,1.752,17.522,-0.47,0.16
1541,57,1.101,11.007,0.46,0.83
1542,26,1.608,16.076,0.62,-0.08
1543,53,1.373,13.732,0.53,-0.59
1544,49,1.650,16.502,-0.53,0.26
1545,15,0.394,3.943,0.92,-0.88
1546,95,0.479,4.789,1.11,0.54
1547,66,1.503,15.031,0.69,-0.16
1548,89,1.809,18.093,0.09,-0.43
1549,12,1.462,14.620,0.58,-0.45
1550,39,1.803,18.030,0.22,0.38
1551,90,0.367,3.673,-1.28,-0.06
1552,30,0.556,5.558,-1.01,0.65
1553,94,-1.139,-11.386,-0.22,-1.76
1554,98,0.366,3.664,-1.28,0.05
1555,74,-0.039,-0.388,1.28,0.63
1556,18,1.741,17.407,-0.51,0.00
1557,92,1.469,14.693,0.71,-0.16
1558,45,0.067,0.669,-1.39,0.02
1559,82,1.736,17.360,-0.09,-0.51
1560,12,1.501,15.006,-0.19,0.68
1561,4,1.578,15.775,-0.36,-0.54
1562,85,1.976,19.763,-0.02,0.15
1563,92,0.373,3.727,-1.00,-0.80
1564,57,1.241,12.414,-0.34,0.80
1565,61,1.101,11.007,0.92,0.22
1566,31,1.879,18.786,-0.13,-0.32
1567,35,1.171,11.705,-0.19,-0.89
1568,98,0.893,8.930,-1.05,-0.04
1569,90,1.323,13.227,-0.60,-0.56
1570,88,1.887,18.875,-0.02,0.33
1571,35,1.966,19.662,0.10,0.16
1572,60,1.596,15.964,-0.52,0.36
1573,17,1.858,18.582,-0.14,0.35
1574,16,-0.218,-2.177,0.76,-1.28
1575,62,1.751,17.512,0.09,0.49
1576,52,1.832,18.319,0.35,-0.22
1577,24,1.829,18.291,0.41,0.06
1578,92,1.346,13.456,-0.48,-0.65
1579,92,1.842,18.423,0.27,-0.29
1580,28,0.309,3.089,-1.25,0.37
1581,9,0.714,7.143,-0.82,0.78
1582,46,1.414,14.143,0.53,-0.56
1583,32,1.166,11.659,-0.86,0.30
1584,48,1.921,19.214,0.28,0.02
1585,75,1.983,19.827,-0.04,-0.13
1586,77,1.952,19.519,-0.19,-0.12
1587,75,1.288,12.875,-0.78,-0.33
1588,56,0.501,5.012,1.19,0.27
1589,64,1.753,17.532,-0.46,0.18
1590,68,1.590,15.905,-0.49,-0.42
1591,39,0.996,9.959,-0.92,0.39
1592,46,1.067,10.667,-0.24,-0.94
1593,12,0.985,9.854,-0.73,-0.69
1594,24,1.182,11.822,0.90,0.08
1595,98,1.697,16.969,-0.18,0.52
1596,14,1.201,12.010,0.52,0.73
1597,42,-1.492,-14.922,-0.14,-1.86
1598,14,1.560,15.599,0.25,-0.62
1599,90,-0.388,-3.877,1.01,-1.17
1600,1,1.817,18.171,-0.12,0.41
1601,60,0.428,4.283,1.14,0.53
1602,32,1.595,15.949,-0.64,-0.02
1603,86,0.875,8.745,-0.47,-0.95
1604,95,1.536,15.356,-0.20,-0.65
1605,91,1.510,15.105,0.70,-0.02
1606,39,1.453,14.525,-0.60,-0.44
1607,10,0.980,9.799,0.91,-0.45
1608,33,1.137,11.374,0.57,0.73
1609,53,1.026,10.262,-0.47,-0.87
1610,41,1.527,15.274,0.03,-0.69
1611,17,1.777,17.768,0.13,0.45
1612,61,1.363,13.629,-0.02,0.80
1613,55,-0.359,-3.591,-1.48,0.41
1614,85,1.767,17.668,0.01,-0.48
1615,6,1.899,18.993,-0.24,0.21
1616,9,0.175,1.747,-1.22,-0.57
1617,35,1.998,19.976,-0.02,0.05
1618,96,0.867,8.668,-0.05,-1.06
1619,14,1.474,14.742,-0.53,-0.50
1620,20,1.447,14.468,-0.72,-0.19
1621,81,1.557,15.572,-0.60,-0.30
1622,3,1.180,11.800,0.56,0.71
1623,28,1.308,13.078,0.80,-0.23
1624,68,0.211,2.114,-0.06,-1.34
1625,19,1.808,18.079,-0.20,0.39
1626,2,1.419,14.190,0.15,0.75
1627,19,1.305,13.047,0.77,0.33
1628,54,-0.539,-5.387,1.59,0.10
1629,40,0.926,9.262,-0.48,0.92
1630,1,1.659,16.594,-0.58,0.05
1631,79,1.342,13.417,0.04,-0.81
1632,91,1.628,16.279,-0.58,-0.20
1633,38,1.964,19.636,0.09,0.17
1634,22,1.978,19.783,0.11,0.10
1635,75,0.428,4.285,0.50,-1.15
1636,11,0.261,2.607,-0.79,1.06
1637,61,1.985,19.847,0.06,-0.11
1638,24,1.745,17.449,0.48,-0.15
1639,85,1.800,18.001,0.34,-0.29
1640,62,0.902,9.018,0.43,-0.95
1641,78,1.512,15.125,0.70,0.06
1642,82,1.794,17.941,0.30,-0.34
1643,10,0.335,3.354,-1.26,-0.30
1644,31,1.791,17.906,0.42,-0.18
1645,63,1.999,19.993,0.02,-0.01
1646,65,1.805,18.053,0.35,-0.27
1647,81,1.843,18.431,-0.38,0.11
1648,10,1.430,14.296,-0.72,0.23
1649,95,1.691,16.905,-0.31,-0.46
1650,39,1.236,12.360,0.62,0.61
1651,26,1.158,11.583,-0.62,-0.68
1652,26,1.874,18.743,0.34,-0.11
1653,7,1.469,14.687,0.61,-0.39
1654,13,-1.088,-10.879,0.44,-1.70
1655,76,1.285,12.855,-0.53,0.66
1656,28,1.875,18.750,0.26,-0.24
1657,2,1.819,18.193,-0.40,0.15
1658,29,1.339,13.388,-0.19,-0.79
1659,86,-0.055,-0.554,1.40,-0.32
1660,41,1.788,17.884,0.45,-0.08
1661,63,1.913,19.135,0.28,-0.09
1662,44,-0.091,-0.906,0.46,-1.37
1663,25,1.946,19.456,-0.03,0.23
1664,72,-0.907,-9.070,-1.22,-1.19
1665,63,1.194,11.937,0.07,-0.90
1666,15,0.159,1.590,-1.10,0.79
1667,69,0.601,6.011,-0.32,1.14
1668,4,1.852,18.521,0.15,-0.35
1669,88,1.137,11.371,0.29,-0.88
1670,87,1.801,18.013,-0.41,-0.18
1671,72,1.622,16.218,-0.59,-0.19
1672,81,1.232,12.317,0.80,0.36
1673,12,1.297,12.975,-0.13,-0.83
1674,87,-0.160,-1.596,-0.79,1.24
1675,18,-0.480,-4.801,-1.06,-1.16
1676,42,1.792,17.924,0.27,-0.37
1677,42,0.307,3.070,-1.21,0.48
1678,17,0.703,7.034,1.14,-0.02
1679,7,-3.364,-33.637,-2.21,0.69
1680,35,1.166,11.662,0.90,0.18
1681,70,1.983,19.829,-0.13,0.02
1682,52,1.869,18.687,0.34,0.12
1683,88,1.976,19.756,-0.08,0.14
1684,34,0.388,3.883,-0.38,1.21
1685,94,1.995,19.947,-0.07,0.03
1686,53,0.947,9.466,-1.01,-0.17
1687,80,1.711,17.109,0.27,-0.47
1688,6,1.166,11.662,0.90,0.18
1689,72,1.351,13.512,-0.81,0.01
1690,82,1.453,14.534,-0.10,-0.73
1691,17,1.296,12.961,0.48,-0.69
1692,30,1.519,15.191,0.46,0.52
1693,89,1.093,10.929,-0.95,-0.08
1694,20,-0.274,-2.741,-1.30,0.76
1695,91,1.578,15.783,-0.08,-0.64
1696,82,1.582,15.819,-0.61,0.20
1697,19,0.188,1.884,1.34,-0.16
1698,68,1.649,16.490,0.52,0.28
1699,72,1.718,17.179,-0.52,-0.12
1700,65,1.813,18.132,-0.29,-0.32
1701,75,1.463,14.632,0.72,-0.14
1702,16,1.760,17.603,0.05,0.49
1703,64,1.910,19.104,0.29,-0.09
1704,32,1.696,16.960,0.54,-0.13
1705,13,1.193,11.929,-0.34,-0.83
1706,42,1.946,19.458,-0.11,-0.21
1707,9,1.059,10.587,0.86,0.45
1708,99,1.960,19.603,0.03,-0.20
1709,66,1.258,12.575,0.14,-0.85
1710,32,1.747,17.465,-0.45,0.22
1711,39,1.982,19.825,-0.03,-0.13
1712,13,1.057,10.570,-0.71,-0.67
1713,82,-0.046,-0.460,-1.24,-0.71
1714,5,-0.232,-2.317,-1.49,0.01
1715,76,1.510,15.097,0.66,-0.22
1716,80,1.143,11.434,0.62,-0.69
1717,41,0.049,0.488,-0.45,1.32
1718,23,1.164,11.636,0.65,-0.65
1719,91,1.765,17.647,-0.28,0.39
1720,52,1.889,18.885,0.31,0.13
1721,61,1.196,11.962,0.59,-0.67
1722,88,1.155,11.552,0.62,-0.68
1723,89,0.333,3.332,-0.34,-1.25
1724,66,1.902,19.022,-0.17,0.26
1725,48,1.849,18.486,0.31,0.23
1726,82,1.394,13.944,0.56,0.54
1727,47,1.758,17.584,-0.20,-0.45
1728,18,0.609,6.090,-1.17,0.17
1729,95,1.155,11.551,0.10,-0.91
1730,30,0.646,6.457,-1.04,-0.52
1731,92,1.125,11.251,0.92,-0.17
1732,35,-0.964,-9.639,1.65,0.48
1733,69,1.360,13.599,-0.69,-0.41
1734,73,0.828,8.275,1.01,-0.40
1735,75,1.870,18.702,0.36,-0.01
1736,71,0.390,3.897,0.80,-0.99
1737,24,1.797,17.971,-0.25,-0.38
1738,67,1.682,16.824,0.22,0.52
1739,50,1.397,13.970,-0.73,0.26
1740,76,0.961,9.613,-0.76,-0.68
1741,86,-0.312,-3.122,-1.47,0.41
1742,16,1.343,13.431,0.20,-0.79
1743,25,1.803,18.028,0.40,-0.19
1744,20,0.623,6.229,-0.79,-0.87
1745,33,0.266,2.665,0.11,-1.31
1746,80,1.954,19.541,0.21,0.04
1747,79,1.019,10.194,-0.68,-0.72
1748,11,1.997,19.973,0.03,0.04
1749,78,1.964,19.643,-0.07,-0.18
1750,26,1.960,19.600,0.20,0.03
1751,4,0.487,4.874,-0.77,0.96
1752,35,1.809,18.085,0.41,0.15
1753,61,0.796,7.962,1.07,0.25
1754,12,1.756,17.557,0.06,-0.49
1755,14,1.465,14.649,0.48,-0.55
1756,43,-0.278,-2.775,-1.51,0.01
1757,40,0.914,9.137,0.23,-1.02
1758,66,1.393,13.930,-0.48,0.61
1759,83,1.474,14.741,-0.23,0.69
1760,8,1.050,10.496,0.85,0.48
1761,38,0.177,1.769,0.25,1.33
1762,91,1.658,16.583,0.17,0.56
1763,18,1.368,13.681,-0.41,-0.68
1764,84,0.971,9.711,0.61,-0.81
1765,96,1.595,15.952,0.39,-0.50
1766,79,1.714,17.138,0.12,0.52
1767,71,1.598,15.976,0.44,-0.45
1768,77,1.501,15.008,-0.08,0.70
1769,67,1.614,16.137,0.61,-0.09
1770,5,1.214,12.143,0.87,0.16
1771,34,0.141,1.412,-1.32,0.34
1772,98,0.342,3.421,-1.25,-0.30
1773,61,0.995,9.954,-0.95,-0.32
1774,64,1.572,15.717,0.47,0.45
1775,76,1.018,10.178,-0.65,0.75
1776,54,1.256,12.557,-0.86,0.06
1777,89,1.671,16.707,-0.16,-0.55
1778,19,0.259,2.593,1.30,-0.22
1779,86,1.799,17.985,-0.13,0.43
1780,96,1.253,12.534,-0.65,-0.57
1781,35,-0.022,-0.219,0.34,-1.38
1782,68,1.880,18.805,0.32,-0.13
1783,47,1.892,18.922,0.20,-0.26
1784,84,1.610,16.103,-0.52,-0.35
1785,19,-1.276,-12.759,-1.78,0.35
1786,11,1.376,13.763,0.23,-0.75
1787,91,1.324,13.238,-0.74,-0.35
1788,87,1.798,17.977,-0.10,-0.44
1789,64,1.904,19.036,-0.26,-0.17
1790,78,0.995,9.950,0.67,0.74
1791,25,1.078,10.781,-0.59,-0.76
1792,67,1.709,17.093,0.04,0.54
1793,11,1.770,17.700,0.47,0.07
1794,60,1.993,19.925,-0.09,-0.01
1795,78,1.743,17.427,0.11,0.49
1796,92,1.589,15.894,0.26,-0.58
1797,29,1.718,17.181,-0.51,0.16
1798,14,1.849,18.492,-0.39,0.04
1799,49,1.942,19.420,0.08,-0.23
1800,92,1.975,19.752,0.16,0.02
1801,32,1.492,14.915,0.64,0.32
1802,44,1.238,12.383,0.77,-0.41
1803,80,1.354,13.540,0.08,-0.80
1804,30,1.948,19.479,-0.20,-0.11
1805,55,1.318,13.179,0.51,0.65
1806,13,1.689,16.890,-0.25,0.50
1807,47,1.452,14.519,-0.70,-0.24
1808,55,0.937,9.370,0.92,0.47
1809,11,-0.416,-4.161,-1.31,-0.84
1810,10,1.308,13.084,-0.53,0.64
1811,45,1.875,18.748,-0.17,-0.31
1812,16,-0.666,-6.659,-0.20,-1.62
1813,63,1.495,14.951,0.10,-0.70
1814,88,1.933,19.330,-0.02,-0.26
1815,89,1.992,19.918,-0.07,-0.05
1816,48,1.722,17.217,0.48,-0.23
1817,42,1.833,18.327,-0.24,-0.33
1818,28,0.647,6.468,-0.61,-0.99
1819,80,0.844,8.439,0.96,-0.48
1820,71,-0.519,-5.193,-1.40,0.74
1821,93,1.885,18.851,0.10,-0.32
1822,63,1.160,11.605,0.83,-0.38
1823,14,0.194,1.940,-1.31,-0.29
1824,77,1.590,15.899,0.64,-0.08
1825,17,1.974,19.745,-0.10,-0.13
1826,20,0.126,1.263,0.17,1.36
1827,82,1.974,19.740,0.14,-0.08
1828,83,1.780,17.800,0.26,-0.39
1829,2,-0.356,-3.564,-1.45,0.49
1830,45,1.838,18.375,-0.29,0.28
1831,26,0.669,6.692,-1.04,0.51
1832,98,-0.008,-0.080,-1.17,0.80
1833,71,-0.940,-9.403,0.01,-1.71
1834,34,1.333,13.327,-0.77,-0.26
1835,8,1.704,17.040,0.17,0.52
1836,25,1.908,19.079,-0.11,0.28
1837,61,1.551,15.513,0.66,0.11
1838,9,0.487,4.869,-0.08,-1.23
1839,79,0.552,5.521,0.39,1.14
1840,33,1.868,18.675,0.08,-0.35
1841,33,1.542,15.420,0.64,-0.22
1842,20,1.486,14.856,0.16,0.70
1843,33,1.380,13.799,-0.74,-0.27
1844,67,1.867,18.672,0.30,-0.20
1845,37,1.182,11.824,-0.37,-0.83
1846,19,-2.135,-21.346,0.68,1.92
1847,31,1.028,10.283,0.34,0.93
1848,83,1.217,12.172,0.40,-0.79
1849,29,1.802,18.018,-0.27,0.36
1850,64,0.392,3.919,0.07,1.27
1851,79,1.002,10.015,-1.00,0.05
1852,97,1.866,18.664,-0.36,-0.03
1853,90,1.508,15.079,0.37,0.60
1854,12,-0.898,-8.976,-1.52,0.76
1855,10,1.804,18.044,-0.10,0.43
1856,28,1.879,18.786,0.34,-0.08
1857,93,1.406,14.058,0.76,-0.12
1858,83,1.719,17.187,-0.48,-0.23
1859,96,1.872,18.723,-0.14,0.33
1860,49,1.487,14.870,0.59,-0.41
1861,49,1.358,13.577,0.48,0.64
1862,68,1.295,12.949,0.46,-0.70
1863,66,1.616,16.160,-0.58,0.23
1864,64,1.821,18.210,-0.37,-0.21
1865,74,1.694,16.936,0.55,-0.09
1866,65,1.516,15.161,-0.60,0.35
1867,5,0.374,3.744,0.59,1.13
1868,78,-0.901,-9.015,-0.77,1.52
1869,67,1.085,10.850,0.88,0.38
1870,54,1.693,16.926,-0.31,-0.46
1871,11,1.931,19.315,0.02,0.26
1872,58,1.361,13.609,-0.51,-0.62
1873,90,1.785,17.847,0.44,-0.15
1874,32,0.672,6.722,0.15,1.14
1875,34,1.730,17.303,-0.42,-0.31
1876,15,1.294,12.939,0.67,0.50
1877,42,1.925,19.245,-0.07,-0.27
1878,57,0.672,6.718,-0.93,-0.68
1879,36,1.073,10.732,-0.22,0.94
1880,99,1.065,10.647,-0.89,0.38
1881,39,0.849,8.490,-0.16,1.06
1882,97,1.265,12.650,0.73,0.45
1883,16,1.834,18.339,-0.34,-0.22
1884,53,0.768,7.678,-1.11,0.10
1885,26,1.789,17.893,-0.09,-0.45
1886,85,1.945,19.452,-0.07,0.22
1887,42,1.736,17.359,-0.45,-0.25
1888,17,1.715,17.145,-0.49,0.20
1889,9,0.578,5.781,-0.25,-1.16
1890,84,0.929,9.294,-0.39,0.96
1891,54,1.817,18.169,-0.26,-0.34
1892,14,0.390,3.896,0.20,-1.25
1893,65,1.437,14.374,-0.58,0.48
1894,30,1.598,15.976,0.13,0.62
1895,13,0.365,3.649,1.25,0.26
1896,82,1.771,17.708,-0.19,0.44
1897,99,1.448,14.480,0.15,-0.73
1898,29,1.895,18.948,-0.32,-0.01
1899,10,1.748,17.477,0.49,0.12
1900,67,1.931,19.309,-0.21,-0.16
1901,96,1.777,17.770,-0.31,-0.36
1902,44,1.381,13.805,-0.64,0.46
1903,74,1.664,16.640,0.58,0.05
1904,69,1.735,17.349,0.49,0.17
1905,67,1.513,15.132,-0.66,0.24
1906,55,-0.908,-9.082,0.80,1.51
1907,29,0.215,2.153,0.52,-1.23
1908,98,0.642,6.415,1.00,0.60
1909,29,1.209,12.089,-0.86,0.22
1910,54,1.039,10.391,-0.72,-0.67
1911,94,1.414,14.137,-0.07,-0.76
1912,53,0.927,9.267,-0.97,-0.37
1913,99,0.766,7.655,1.11,-0.07
1914,24,1.587,15.872,0.08,0.64
1915,41,1.450,14.504,-0.68,0.30
1916,61,1.868,18.682,0.03,0.36
1917,61,1.644,16.442,0.05,0.59
1918,29,-0.222,-2.222,-0.33,1.45
1919,45,1.130,11.304,0.87,-0.33
1920,86,1.401,14.006,0.67,-0.39
1921,71,1.900,18.999,0.07,-0.31
1922,34,-0.746,-7.463,0.30,1.63
1923,3,1.726,17.256,-0.44,0.28
